filenames,filepaths,clusters
er_file_2023_10_04_9_07_47.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_21092023/183/er_file_2023_10_04_9_07_47.wav,0
er_file_2023_11_23_8_16_17.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_12112023/287/er_file_2023_11_23_8_16_17.wav,0
er_file_2023_11_23_8_28_30.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_12112023/287/er_file_2023_11_23_8_28_30.wav,0
er_file_2023_11_19_9_30_11.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_12112023/190/er_file_2023_11_19_9_30_11.wav,0
er_file_2023_11_20_13_44_46.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_12112023/241/er_file_2023_11_20_13_44_46.wav,0
er_file_2023_11_20_13_46_18.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_12112023/241/er_file_2023_11_20_13_46_18.wav,0
er_file_2023_11_01_12_20_18.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_30102023/202/er_file_2023_11_01_12_20_18.wav,0
er_file_2023_12_17_10_11_38.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16122023/25/er_file_2023_12_17_10_11_38.wav,0
er_file_2024_03_13_9_30_34.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/195/er_file_2024_03_13_9_30_34.wav,0
er_file_2023_09_08_18_48_01.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_02092023/164/er_file_2023_09_08_18_48_01.wav,0
